volume,row,run,step,method,model,params,dataset,n_docs,batch_size,epochs,subset_fraction,num_subsets,query_dataset,query_batch_size,apply_batch_size,gpus,gpu_type_inferred,precision,resume,passes,train_steps_est,start_utc,end_utc,end_marker,status,duration_min,sec_per_train_step,gpu_hours
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop10pct_ekfac_q12_16,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.1,3,query_20_qwen_q12_16.hf,,,2,A40-48GB,bf16,True,2,122,2026-09-04 08:08,2026-09-04 09:04,filter_summary.csv,done,56.6,27.86,1.89
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop10pct_ekfac_q16_20,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.1,3,query_20_qwen_q16_20.hf,,,2,A40-48GB,bf16,True,2,122,2026-09-04 08:08,2026-09-04 09:03,filter_summary.csv,done,55.7,27.42,1.86
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop10pct_ekfac_q4_8,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.1,3,query_20_qwen_q4_8.hf,,,2,A40-48GB,bf16,True,2,122,2026-09-04 08:07,2026-09-04 09:05,filter_summary.csv,done,57.6,28.33,1.92
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop10pct_ekfac_q8_12,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.1,3,query_20_qwen_q8_12.hf,,,2,A40-48GB,bf16,True,2,122,2026-09-04 08:07,2026-09-04 09:05,filter_summary.csv,done,57.7,28.36,1.92
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop5pct_ekfac_q0_4,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.05,3,query_20_qwen_q0_4.hf,,,2,A40-48GB,bf16,True,2,124,2026-09-04 08:07,2026-09-04 09:56,filter_summary.csv,done,108.5,52.51,3.62
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop5pct_ekfac_q12_16,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.05,3,query_20_qwen_q12_16.hf,,,2,A40-48GB,bf16,True,2,124,2026-09-04 08:08,2026-09-04 09:05,filter_summary.csv,done,57.6,27.85,1.92
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop5pct_ekfac_q16_20,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.05,3,query_20_qwen_q16_20.hf,,,2,A40-48GB,bf16,True,2,124,2026-09-04 08:08,2026-09-04 09:04,filter_summary.csv,done,56.7,27.42,1.89
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop5pct_ekfac_q4_8,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.05,3,query_20_qwen_q4_8.hf,,,2,A40-48GB,bf16,True,2,124,2026-09-04 08:07,2026-09-04 09:57,filter_summary.csv,done,109.7,53.09,3.66
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_prop5pct_ekfac_q8_12,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.05,3,query_20_qwen_q8_12.hf,,,2,A40-48GB,bf16,True,2,124,2026-09-04 08:07,2026-09-04 09:06,filter_summary.csv,done,58.4,28.25,1.95
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_proponents_ekfac,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.01,3,query_20_qwen.hf,,,2,A40-48GB,bf16,False,2,126,2026-09-02 14:26,2026-09-02 19:54,filter_summary.csv,done,327.7,156.04,10.92
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q0_1,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q0_1.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:06,2026-09-05 11:10,filter_summary.csv,done,63.7,30.34,2.12
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q10_11,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q10_11.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:14,filter_summary.csv,done,51.6,24.59,1.72
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q11_12,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q11_12.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:14,filter_summary.csv,done,51.9,24.73,1.73
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q12_13,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q12_13.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:14,filter_summary.csv,done,52.3,24.91,1.74
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q13_14,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q13_14.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:15,filter_summary.csv,done,52.7,25.08,1.76
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q14_15,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q14_15.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:15,filter_summary.csv,done,53.0,25.25,1.77
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q15_16,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q15_16.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:25,2026-09-05 11:15,filter_summary.csv,done,50.4,23.99,1.68
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q16_17,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q16_17.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:25,2026-09-05 11:16,filter_summary.csv,done,50.7,24.14,1.69
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q17_18,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q17_18.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:25,2026-09-05 11:16,filter_summary.csv,done,51.1,24.31,1.70
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q18_19,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q18_19.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:25,2026-09-05 11:16,filter_summary.csv,done,51.4,24.47,1.71
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q19_20,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q19_20.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:25,2026-09-05 11:17,filter_summary.csv,done,51.7,24.63,1.72
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q1_2,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q1_2.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:06,2026-09-05 11:10,filter_summary.csv,done,64.1,30.52,2.14
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q2_3,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q2_3.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:06,2026-09-05 11:11,filter_summary.csv,done,64.4,30.69,2.15
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q3_4,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q3_4.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:11,filter_summary.csv,done,49.1,23.38,1.64
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q4_5,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q4_5.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:14,2026-09-05 11:12,filter_summary.csv,done,57.9,27.59,1.93
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q5_6,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q5_6.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:12,filter_summary.csv,done,49.5,23.58,1.65
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q6_7,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q6_7.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:13,2026-09-05 11:12,filter_summary.csv,done,58.7,27.96,1.96
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q7_8,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q7_8.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:14,2026-09-05 11:13,filter_summary.csv,done,58.8,28.01,1.96
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q8_9,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q8_9.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:14,2026-09-05 11:13,filter_summary.csv,done,58.9,28.05,1.96
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top200_ekfac_q9_10,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.025,0,query_20_qwen_q9_10.hf,,,2,A40-48GB,bf16,True,2,126,2026-09-05 10:22,2026-09-05 11:13,filter_summary.csv,done,51.3,24.43,1.71
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/filter_top40_ekfac,validate,filter-proponents,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,256,2,0.005,3,query_20_qwen.hf,,,2,A40-48GB,bf16,False,2,128,2026-09-02 14:26,2026-09-02 19:53,filter_summary.csv,done,326.9,153.24,10.90
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q0_1,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q10_11,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q11_12,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q12_13,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q13_14,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q14_15,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q15_16,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:54,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q16_17,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:54,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q17_18,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:54,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q18_19,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:54,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q19_20,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:54,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q1_2,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q2_3,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q3_4,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q4_5,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q5_6,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q6_7,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q7_8,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q8_9,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores1_q9_10,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:53,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores_q0_4,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:06,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores_q12_16,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:06,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores_q16_20,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:06,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores_q4_8,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:06,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/propscores_q8_12,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-04 08:06,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q0_4,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q10_12,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q12_16,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q14_16,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q16_20,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q18_20,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q2_4,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q4_8,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q6_8,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen15b_8k_bs256,qwen15b_8k_bs256/scores_q8_12,score,,Qwen2.5-1.5B,1540000000,train_8k_qwen.hf,8000,1024,,,,,,,4,A40-48GB,fp32,False,,,2026-08-30 11:42,,,incomplete_or_running,,,
ssd-2,qwen3b_16k_bs256,qwen3b_16k_bs256/base,train,,Qwen2.5-3B,3090000000,train_16k_qwen.hf,16000,256,2,,,,,,2,A40-48GB,bf16,False,1,126,2026-09-05 15:44,2026-09-05 16:42,model/model.safetensors,done,58.1,27.67,1.94
ssd-2,qwen3b_32k_bs256,qwen3b_32k_bs256/base,train,,Qwen2.5-3B,3090000000,train_32k_qwen.hf,32000,256,2,,,,,,2,A40-48GB,bf16,False,1,250,2026-09-05 15:43,2026-09-05 17:23,model/model.safetensors,done,99.8,23.95,3.33
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/bank_1pct_s0,validate,lds,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,3,query_20_qwen.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-05 23:11,2026-09-05 23:42,summary_0_1.csv,done,31.3,29.38,1.04
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/bank_1pct_s1,validate,lds,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,3,query_20_qwen.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-05 23:44,2026-09-06 00:15,summary_1_2.csv,done,30.8,28.91,1.03
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/bank_1pct_s2,validate,lds,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,3,query_20_qwen.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-05 23:44,2026-09-06 00:15,summary_2_3.csv,done,30.8,28.90,1.03
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/base,train,,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,,,,,,2,A40-48GB,bf16,False,1,32,2026-09-05 15:43,2026-09-05 15:59,model/model.safetensors,done,15.8,29.71,0.53
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/ekfac_scores,ekfac,kfac,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,1024,,,,query_20_qwen.hf,2,2,4,A40-48GB,bf16,True,,,2026-09-05 20:44,2026-09-05 22:00,scores/scores.bin,done,76.1,,5.07
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/ekfac_scores/scores,score,,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,1024,,,,,,,4,A40-48GB,bf16,False,,,2026-09-05 21:07,,,incomplete_or_running,,,
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q0_1,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q0_1.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-05 23:12,2026-09-06 00:50,filter_summary.csv,done,98.1,92.00,3.27
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q10_11,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q10_11.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:08,filter_summary.csv,done,41.1,38.50,1.37
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q11_12,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q11_12.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:09,filter_summary.csv,done,41.7,39.13,1.39
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q12_13,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q12_13.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:09,filter_summary.csv,done,42.3,39.70,1.41
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q13_14,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q13_14.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:10,filter_summary.csv,done,43.0,40.36,1.43
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q14_15,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q14_15.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:11,filter_summary.csv,done,43.7,41.01,1.46
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q15_16,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q15_16.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:11,filter_summary.csv,done,44.3,41.56,1.48
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q16_17,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q16_17.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:12,filter_summary.csv,done,45.0,42.17,1.50
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q17_18,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q17_18.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:13,filter_summary.csv,done,45.7,42.80,1.52
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q18_19,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q18_19.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:13,filter_summary.csv,done,46.3,43.38,1.54
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q19_20,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q19_20.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:14,filter_summary.csv,done,46.9,43.95,1.56
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q1_2,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q1_2.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:03,filter_summary.csv,done,35.5,33.31,1.18
ssd-2,qwen3b_4k_bs256,qwen3b_4k_bs256/filter_proponents_ekfac_q2_3,validate,filter-proponents,Qwen2.5-3B,3090000000,train_4k_qwen.hf,4000,256,2,0.01,0,query_20_qwen_q2_3.hf,,,2,A40-48GB,bf16,True,2,64,2026-09-06 00:27,2026-09-06 01:04,filter_summary.csv,done,36.6,34.28,1.22
